nom_subestacao_de,nom_subestacao_para,val_niveltensao_kv
MARGEM DIREIT,F.IGUACU 50HZ,500.0
MARGEM DIREIT,F.IGUACU 50HZ,500.0
ADRIANOPOLIS,B. FLUMINENSE,500.0
ADRIANOPOLIS,C. PAULISTA,500.0
ADRIANOPOLIS,C. PAULISTA,500.0
ADRIANOPOLIS,C. PAULISTA,500.0
ADRIANOPOLIS,GRAJAU,500.0
ADRIANOPOLIS,RESENDE,500.0
ADRIANOPOLIS,SAO JOSE,500.0
ADRIANOPOLIS,TERMINAL RIO,500.0
ADRIANOPOLIS,TERMINAL RIO,500.0
ANGRA 1,ANGRA FUR,500.0
ANGRA 2,ANGRA FUR,500.0
ANGRA FUR,C. PAULISTA,500.0
ANGRA FUR,GRAJAU,500.0
ANGRA FUR,NOVA IGUACU,500.0
ANGRA FUR,SAO JOSE,500.0
ANGRA FUR,ZONA OESTE,500.0
B. FLUMINENSE,C. PAULISTA,500.0
B.FLUMINENSE,B. FLUMINENSE,500.0
CAMPOS 2,LAGOS,500.0
CAMPOS 2,LAGOS,500.0
CAMPOS 2,MUTUM,500.0
CAMPOS 2,MUTUM,500.0
CAMPOS 2,UTE GNA II,500.0
CAMPOS 2,UTE GNA II,500.0
DO ATLANTICO,ZONA OESTE,500.0
DO ATLANTICO,ZONA OESTE,500.0
GRAJAU,NOVA IGUACU,500.0
GRAJAU,ZONA OESTE,500.0
NOVA IGUACU,SAO JOSE,500.0
NOVA IGUACU,TAUBATE,500.0
NOVA IGUACU,ZONA OESTE,500.0
TERMINAL RIO,C. PAULISTA,500.0
TERMINAL RIO,LAGOS,500.0
TERMINAL RIO,LAGOS,500.0
TERMINAL RIO,NOVA IGUACU,500.0
TERMINAL RIO,NOVA IGUACU,500.0
TERMINAL RIO,RESENDE,500.0
UTE MARLIM AZUL,LAGOS,500.0
ACU III,J. CAMARA III,500.0
ACU III,J. CAMARA III,500.0
ACU III,MILAGRES II,500.0
ACU III,QUIXADA,500.0
CEARA MIRIM 2,J. CAMARA III,500.0
CEARA MIRIM 2,J. CAMARA III,500.0
JANDAIRA II,J. CAMARA III,500.0
JANDAIRA II,MONTE VERDE,500.0
JERUSALEM,MONTE VERDE,500.0
MONTE VERDE,ACU III,500.0
MONTE VERDE,J. CAMARA III,500.0
OESTE SERIDO,SANTA LUZIA II,500.0
RIO DO VENTO,CEARA MIRIM 2,500.0
SANTO AGOSTINHO,MONTE VERDE,500.0
SER TIGRE SUL,SANTA LUZIA II,500.0
SERRA DO MEL,ACU III,500.0
SERRA DO MEL 2,SERRA DO MEL,500.0
JIRAU MAR.DIR,C.PORTO VELHO,500.0
JIRAU MAR.DIR,C.PORTO VELHO,500.0
JIRAU MAR.DIR,JIRAU MAR.ESQ,500.0
JIRAU MAR.ESQ,C.PORTO VELHO,500.0
SE STO ANT LR,C.PORTO VELHO,500.0
SE STO ANT MD,C.PORTO VELHO,500.0
SE STO ANT MD,SE STO ANT LR,500.0
SE STO ANT ME,C.PORTO VELHO,500.0
SE STO ANT ME,C.PORTO VELHO,500.0
BOA VISTA,EQUADOR,500.0
BOA VISTA,EQUADOR,500.0
EQUADOR,LECHUGA,500.0
EQUADOR,LECHUGA,500.0
CV.GARABI 1,RINCON S. M.,500.0
CV.GARABI 2,RINCON S. M.,500.0
JARDIM,CAMACARI II,500.0
PORTO SERGIPE I,JARDIM,500.0
PORTO SERGIPE I,JARDIM,500.0
PORTO SERGIPE I,OLINDINA,500.0
ARARAQUARA 2,ARARAQUARA FUR,500.0
ARARAQUARA 2,ARARAQUARA FUR,500.0
ARARAQUARA 2,FERNAO DIAS,500.0
ARARAQUARA 2,ITATIBA,500.0
ARARAQUARA 2,TAUBATE,500.0
ARARAQUARA FUR,CAMPINAS,500.0
ARARAQUARA FUR,POCOS CALDAS,500.0
C. PAULISTA,ANGRA 1,500.0
C. PAULISTA,CAMPINAS,500.0
C. PAULISTA,ESTREITO,500.0
C. PAULISTA,ESTREITO,500.0
C. PAULISTA,FERNAO DIAS,500.0
C. PAULISTA,ITAJUBA 3,500.0
C. PAULISTA,LORENA,500.0
C. PAULISTA,POCOS CALDAS,500.0
C. PAULISTA,RESENDE,500.0
C. PAULISTA,TAUBATE,500.0
C. PAULISTA,TIJUCO PRETO,500.0
C. PAULISTA,TIJUCO PRETO,500.0
CAMPINAS,FERNAO DIAS,500.0
CAMPINAS,ITATIBA,500.0
CAMPINAS,ITATIBA,500.0
FERNAO DIAS,TERMINAL RIO,500.0
IBIUNA,BATEIAS,500.0
IBIUNA,BATEIAS,500.0
IBIUNA,CAMPINAS,500.0
IBIUNA,ITATIBA,500.0
ITATIBA,BATEIAS,500.0
MORRO AGUDO,RIBEIRAOPRETO,500.0
SANTO ANGELO,TAUBATE,500.0
TIJUCO PRETO,LORENA,500.0
TIJUCO PRETO,TAUBATE,500.0
COLINAS,MIRACEMA,500.0
COLINAS,MIRACEMA,500.0
COLINAS,MIRACEMA,500.0
COLINAS,RIB.GONCALVES,500.0
COLINAS,RIB.GONCALVES,500.0
GURUPI,MIRACEMA,500.0
GURUPI,MIRACEMA,500.0
GURUPI,MIRACEMA,500.0
GURUPI,PEIXE 2,500.0
GURUPI,PEIXE ANGICAL,500.0
PEIXE 2,PEIXE ANGICAL,500.0
PEIXE 2,SERRA MESA 2,500.0
SE LAJEADO,MIRACEMA,500.0
SE LAJEADO,MIRACEMA,500.0
AREIA,BATEIAS,525.0
AREIA,BENTO MUNHOZ,525.0
AREIA,BENTO MUNHOZ,525.0
AREIA,C.NOVOS,525.0
AREIA,CURITIBA,525.0
AREIA,CURITIBA,525.0
AREIA,IVAIPORA ELS,525.0
AREIA,SEGREDO,525.0
BATEIAS,CURIT.LESTE,525.0
BATEIAS,CURIT.LESTE,525.0
BATEIAS,PONTA GROSSA,525.0
BATEIAS,PONTA GROSSA,525.0
CASCAVEL OEST,F.IGUACU 60HZ,525.0
CASCAVEL OEST,IVAIPORA ELS,525.0
CURITIBA,BATEIAS,525.0
CURITIBA,BATEIAS,525.0
CURITIBA,CURIT.LESTE,525.0
CURITIBA,GASPAR 2,525.0
GUAIRA,CASCAVEL OEST,525.0
GUAIRA,F.IGUACU 60HZ,525.0
GUAIRA,F.IGUACU 60HZ,525.0
GUAIRA,SARANDI,525.0
GUAIRA,SARANDI,525.0
IVAIPORA ELS,IVAIPORA FUR,525.0
IVAIPORA ELS,IVAIPORA FUR,525.0
IVAIPORA ELS,IVAIPORA FUR,525.0
IVAIPORA ELS,LONDRINA ESU,525.0
IVAIPORA ELS,LONDRINA ESU,525.0
IVAIPORA ELS,PONTA GROSSA,525.0
IVAIPORA ELS,PONTA GROSSA,525.0
IVAIPORA ELS,S.SANTIAGO,525.0
IVAIPORA ELS,S.SANTIAGO,525.0
LONDRINA ESU,ASSIS,525.0
LONDRINA ESU,ASSIS,525.0
LONDRINA ESU,SARANDI,525.0
LONDRINA ESU,SARANDI,525.0
S.SANTIAGO,ITA,525.0
S.SANTIAGO,ITA,525.0
S.SANTIAGO,SEGREDO,525.0
SALTO CAXIAS,CASCAVEL OEST,525.0
SALTO CAXIAS,S.SANTIAGO,525.0
CANDIOTA,MELO,525.0
CANDIOTA,UTE PAMPA SUL,525.0
CANDIOTA 2,GUAIBA 3,525.0
CANDIOTA 2,GUAIBA 3,525.0
CANDIOTA 2,UTE PAMPA SUL,525.0
CAPIVARI SUL,GRAVATAI,525.0
CAPIVARI SUL,GUAIBA 3,525.0
CAXIAS,GRAVATAI,525.0
CAXIAS,ITA,525.0
CAXIAS NORTE,CAXIAS,525.0
CAXIAS NORTE,CAXIAS,525.0
CV.GARABI 1,SANTO ANGELO,525.0
CV.GARABI 2,SANTO ANGELO,525.0
GRAVATAI,GUAIBA 3,525.0
GRAVATAI,ITA,525.0
GRAVATAI,NOVA STA RITA,525.0
GUAIBA 3,NOVA STA RITA,525.0
GUAIBA 3,NOVA STA RITA,525.0
GUAIBA 3,POVO NOVO,525.0
GUAIBA 3,POVO NOVO,525.0
GUAIBA 3,POVO NOVO,525.0
MARMELEIRO 2,POVO NOVO,525.0
MARMELEIRO 2,POVO NOVO,525.0
MARMELEIRO 2,S V PALMAR 2,525.0
MARMELEIRO 2,S V PALMAR 2,525.0
NOVA STA RITA,POVO NOVO,525.0
SANTO ANGELO,ITA,525.0
SANTO ANGELO,ITA,525.0
ABDON BATISTA,BIGUACU,525.0
ABDON BATISTA,C.NOVOS,525.0
ABDON BATISTA,C.NOVOS,525.0
ABDON BATISTA,SIDEROPOLIS 2,525.0
ABDON BATISTA,SIDEROPOLIS 2,525.0
BIGUACU,BLUMENAU,525.0
BIGUACU,C.NOVOS,525.0
BIGUACU,GASPAR 2,525.0
BIGUACU,SIDEROPOLIS 2,525.0
BLUMENAU,C.NOVOS,525.0
BLUMENAU,C.NOVOS,525.0
BLUMENAU,CURIT.LESTE,525.0
BLUMENAU,CURITIBA,525.0
C.NOVOS,CAXIAS,525.0
C.NOVOS,CAXIAS NORTE,525.0
C.NOVOS,GRAVATAI,525.0
C.NOVOS,ITA,525.0
C.NOVOS,MACHADINHO,525.0
C.NOVOS,MACHADINHO,525.0
C.NOVOS,NOVA STA RITA,525.0
GASPAR 2,BLUMENAU,525.0
GASPAR 2,BLUMENAU,525.0
ITA,CAXIAS NORTE,525.0
ITA,MACHADINHO,525.0
ITA,NOVA STA RITA,525.0
ITA,NOVA STA RITA,525.0
ITA,U.ITA,525.0
ITA,U.ITA,525.0
ITAJAI 2,BIGUACU,525.0
ITAJAI 2,JOINVILLE SUL,525.0
JOINVILLE SUL,AREIA,525.0
ASSIS,ARARAQUARA FUR,525.0
F.IGUACU 50HZ,IBIUNA,600.0
F.IGUACU 50HZ,IBIUNA,600.0
F.IGUACU 50HZ,IBIUNA,600.0
F.IGUACU 50HZ,IBIUNA,600.0
F.IGUACU 50HZ,IBIUNA,600.0
F.IGUACU 50HZ,IBIUNA,600.0
F.IGUACU 50HZ,IBIUNA,600.0
F.IGUACU 50HZ,IBIUNA,600.0
F.IGUACU 50HZ,IBIUNA,600.0
C.PORTO VELHO,ARARAQUARA 2,600.0
C.PORTO VELHO,ARARAQUARA 2,600.0
C.PORTO VELHO,ARARAQUARA 2,600.0
C.PORTO VELHO,ARARAQUARA 2,600.0
F.IGUACU 60HZ,IVAIPORA FUR,765.0
F.IGUACU 60HZ,IVAIPORA FUR,765.0
F.IGUACU 60HZ,IVAIPORA FUR,765.0
ITABERA,IVAIPORA FUR,765.0
ITABERA,IVAIPORA FUR,765.0
ITABERA,IVAIPORA FUR,765.0
ITABERA,TIJUCO PRETO,765.0
ITABERA,TIJUCO PRETO,765.0
ITABERA,TIJUCO PRETO,765.0
XINGU,ESTREITO,800.0
XINGU,ESTREITO,800.0
XINGU,TERMINAL RIO,800.0
XINGU,TERMINAL RIO,800.0
